"auc","item","ownerRealm","bid","buyout","quantity","timeLeft","rand","seed","context","itemname","itemclass","vendorprice"
"1545697393","168499","Eonar","3091260000","3091260000","1","MEDIUM","0","0","0","Superior Battle Potion of Stamina","0","2500"
"1546418300","39343","Eonar","31160145","31160145","5","VERY_LONG","0","0","0","Azure Pigment","7","25"
"1545697395","168499","Eonar","3091260000","3091260000","1","MEDIUM","0","0","0","Superior Battle Potion of Stamina","0","2500"
"1546483835","8182","Blade's Edge","34694000","36520000","1","VERY_LONG","0","0","26","Pellet Rifle","2","68"
"1545697400","168499","Eonar","3091260000","3091260000","1","MEDIUM","0","0","0","Superior Battle Potion of Stamina","0","2500"
"1546418293","39343","Eonar","31160145","31160145","5","VERY_LONG","0","0","0","Azure Pigment","7","25"
"1545697402","168499","Eonar","3091260000","3091260000","1","MEDIUM","0","0","0","Superior Battle Potion of Stamina","0","2500"
"1546418295","39343","Eonar","31160145","31160145","5","VERY_LONG","0","0","0","Azure Pigment","7","25"
"1546418289","39469","Eonar","3921992","3921992","4","VERY_LONG","0","0","0","Moonglow Ink","7","500"
"1546418291","39343","Eonar","31160145","31160145","5","VERY_LONG","0","0","0","Azure Pigment","7","25"
"1545697345","114821","Eonar","5381310000","5381310000","1","MEDIUM","0","0","0","Hexweave Bag","1","15387"
"1546483789","14937","Vek'nilash","15478652","15478652","1","VERY_LONG","0","0","1","Heroic Pauldrons","4","25019"
"1546418253","109128","Eonar","75445","75445","5","VERY_LONG","0","0","0","Nagrand Arrowbloom","7","2462"
"1546483790","10087","Vek'nilash","3250145","3250145","1","VERY_LONG","0","0","1","Gothic Plate Gauntlets","4","5973"
"1545697348","168652","Eonar","4381310000","4381310000","1","MEDIUM","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546483784","7459","Vek'nilash","3609222","3609222","1","VERY_LONG","0","0","53","Knight's Pauldrons","4","5005"
"1545697351","168652","Eonar","4381310000","4381310000","1","MEDIUM","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546418250","109128","Eonar","75445","75445","5","VERY_LONG","0","0","0","Nagrand Arrowbloom","7","2462"
"1546483786","9965","Vek'nilash","7204266","7204266","1","VERY_LONG","0","0","54","Warmonger's Pauldrons","4","11562"
"1546483781","7436","Vek'nilash","2105539","2105539","1","VERY_LONG","0","0","53","Twilight Cape","4","3688"
"1545697354","168652","Eonar","4381310000","4381310000","1","MEDIUM","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546418247","109128","Eonar","75445","75445","5","VERY_LONG","0","0","0","Nagrand Arrowbloom","7","2462"
"1546483782","6415","Vek'nilash","28035216","28035216","1","VERY_LONG","0","0","54","Aurora Robe","4","7989"
"1546483776","4734","Vek'nilash","17836776","17836776","1","VERY_LONG","0","0","1","Mistscape Mantle","4","7350"
"1546418242","109128","Eonar","75445","75445","5","VERY_LONG","0","0","0","Nagrand Arrowbloom","7","2462"
"1545697358","168652","Eonar","4381310000","4381310000","1","MEDIUM","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546483805","14307","Vek'nilash","16280411","16280411","1","VERY_LONG","0","0","1","Bonecaster's Crown","4","26464"
"1546483807","3190","Blade's Edge","36736500","38670000","1","VERY_LONG","0","0","25","Beatstick","2","99"
"1545697362","168652","Eonar","4381310000","4381310000","1","MEDIUM","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546418271","109128","Eonar","75445","75445","5","VERY_LONG","0","0","0","Nagrand Arrowbloom","7","2462"
"1545697365","168652","Eonar","4381310000","4381310000","1","MEDIUM","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546418264","109128","Eonar","75445","75445","5","VERY_LONG","0","0","0","Nagrand Arrowbloom","7","2462"
"1546483801","4736","Vek'nilash","4533465","4533465","1","VERY_LONG","0","0","1","Mistscape Sash","4","4605"
"1546483802","7465","Vek'nilash","21372216","21372216","1","VERY_LONG","0","0","54","Knight's Crest","4","6747"
"1545697369","168652","Eonar","4381310000","4381310000","1","MEDIUM","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546418261","109128","Eonar","75445","75445","5","VERY_LONG","0","0","0","Nagrand Arrowbloom","7","2462"
"1546483796","9892","Vek'nilash","6373965","6373965","1","VERY_LONG","0","0","54","Huntsman's Gloves","4","4023"
"1546877002","7076","Eonar","4085","4300","1","VERY_LONG","0","0","0","Essence of Earth","7","400"
"1546418263","109128","Eonar","75445","75445","5","VERY_LONG","0","0","0","Nagrand Arrowbloom","7","2462"
"1546483798","15609","Vek'nilash","4923931","4923931","1","VERY_LONG","0","0","53","Bonelink Armor","4","13774"
"1545697373","168652","Eonar","4381310000","4381310000","1","MEDIUM","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546418256","109128","Eonar","75445","75445","5","VERY_LONG","0","0","0","Nagrand Arrowbloom","7","2462"
"1546483793","7473","Vek'nilash","15956929","15956929","1","VERY_LONG","0","0","1","Regal Mantle","4","6481"
"1546877007","17011","Eonar","41990","44200","1","VERY_LONG","0","0","0","Lava Core","7","2000"
"1546483794","15636","Vek'nilash","7728031","7728031","1","VERY_LONG","0","0","54","Formidable Belt","4","7431"
"1546483885","154166","Eonar","5751250","5990000","3","VERY_LONG","0","0","0","Coarse Leather Barding","0","3750"
"1546746033","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746032","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546483887","154166","Eonar","5751250","5990000","3","VERY_LONG","0","0","0","Coarse Leather Barding","0","3750"
"1546746035","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746034","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546483881","154166","Eonar","5751250","5990000","3","VERY_LONG","0","0","0","Coarse Leather Barding","0","3750"
"1546746037","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746036","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546418346","114931","Eonar","744970","744970","5","VERY_LONG","0","0","0","Cerulean Pigment","7","25"
"1546483883","154166","Eonar","5751250","5990000","3","VERY_LONG","0","0","0","Coarse Leather Barding","0","3750"
"1546746039","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546483882","154166","Eonar","5751250","5990000","3","VERY_LONG","0","0","0","Coarse Leather Barding","0","3750"
"1546746038","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546483877","805","Blade's Edge","55575","58500","1","VERY_LONG","0","0","0","Small Red Pouch","1","250"
"1546746041","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746040","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546418342","114931","Eonar","744970","744970","5","VERY_LONG","0","0","0","Cerulean Pigment","7","25"
"1546746043","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746042","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746045","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746044","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546549408","152543","Blade's Edge","2500000","2500000","10","LONG","0","0","0","Sand Shifter","7","625"
"1546746047","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746046","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1545828529","167981","Eonar","51499580","51499580","1","LONG","0","0","13","Notorious Combatant's Satin Bracers","4","359448"
"1546483897","766","Blade's Edge","36727000","38660000","1","VERY_LONG","0","0","26","Flanged Mace","2","57"
"1545828534","167981","Eonar","3949997","3949997","1","LONG","0","0","13","Notorious Combatant's Satin Bracers","4","359448"
"1546418361","43118","Eonar","5716095","5716095","5","VERY_LONG","0","0","0","Jadefire Ink","7","500"
"1546746023","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1545828539","167981","Eonar","51499580","51499580","1","LONG","0","0","13","Notorious Combatant's Satin Bracers","4","359448"
"1546418356","114931","Eonar","744970","744970","5","VERY_LONG","0","0","0","Cerulean Pigment","7","25"
"1546746025","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746024","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746027","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746026","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546483889","154166","Eonar","5751250","5990000","3","VERY_LONG","0","0","0","Coarse Leather Barding","0","3750"
"1546746029","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546418353","114931","Eonar","744970","744970","5","VERY_LONG","0","0","0","Cerulean Pigment","7","25"
"1546746028","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746031","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746030","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1545697409","168499","Eonar","3091260000","3091260000","1","MEDIUM","0","0","0","Superior Battle Potion of Stamina","0","2500"
"1546418318","39343","Eonar","31160145","31160145","5","VERY_LONG","0","0","0","Azure Pigment","7","25"
"1545697413","168499","Eonar","3091260000","3091260000","1","MEDIUM","0","0","0","Superior Battle Potion of Stamina","0","2500"
"1546418314","39343","Eonar","31160145","31160145","5","VERY_LONG","0","0","0","Azure Pigment","7","25"
"1546418315","39343","Eonar","31160145","31160145","5","VERY_LONG","0","0","0","Azure Pigment","7","25"
"1546483847","3189","Blade's Edge","34190500","35990000","1","VERY_LONG","0","0","25","Wood Chopper","2","99"
"1546418311","39343","Eonar","31160145","31160145","5","VERY_LONG","0","0","0","Azure Pigment","7","25"
"1546418304","39343","Eonar","31160145","31160145","5","VERY_LONG","0","0","0","Azure Pigment","7","25"
"1546418305","39343","Eonar","31160145","31160145","5","VERY_LONG","0","0","0","Azure Pigment","7","25"
"1546418332","114931","Eonar","744970","744970","5","VERY_LONG","0","0","0","Cerulean Pigment","7","25"
"1545697424","168499","Eonar","3091260000","3091260000","1","MEDIUM","0","0","0","Superior Battle Potion of Stamina","0","2500"
"1545697427","168499","Eonar","3091260000","3091260000","1","MEDIUM","0","0","0","Superior Battle Potion of Stamina","0","2500"
"1546418334","114931","Eonar","744970","744970","5","VERY_LONG","0","0","0","Cerulean Pigment","7","25"
"1546549404","152543","Blade's Edge","2500000","2500000","10","LONG","0","0","0","Sand Shifter","7","625"
"1546549405","152543","Blade's Edge","2500000","2500000","10","LONG","0","0","0","Sand Shifter","7","625"
"1546549401","152543","Blade's Edge","2500000","2500000","10","LONG","0","0","0","Sand Shifter","7","625"
"1546549398","152543","Blade's Edge","2500000","2500000","10","LONG","0","0","0","Sand Shifter","7","625"
"1546418325","114931","Eonar","744970","744970","5","VERY_LONG","0","0","0","Cerulean Pigment","7","25"
"1546549399","152543","Blade's Edge","2500000","2500000","10","LONG","0","0","0","Sand Shifter","7","625"
"1546418326","114931","Eonar","744970","744970","5","VERY_LONG","0","0","0","Cerulean Pigment","7","25"
"1545697434","169451","Eonar","2901140000","2901140000","1","MEDIUM","0","0","0","Abyssal Healing Potion","0","1200"
"1546418327","114931","Eonar","744970","744970","5","VERY_LONG","0","0","0","Cerulean Pigment","7","25"
"1546549395","152543","Blade's Edge","2500000","2500000","10","LONG","0","0","0","Sand Shifter","7","625"
"1546418322","114931","Eonar","744970","744970","5","VERY_LONG","0","0","0","Cerulean Pigment","7","25"
"1546549392","152543","Blade's Edge","2500000","2500000","10","LONG","0","0","0","Sand Shifter","7","625"
"1545697438","169451","Eonar","2901140000","2901140000","1","MEDIUM","0","0","0","Abyssal Healing Potion","0","1200"
"1546418414","39151","Eonar","9401135","9401135","5","VERY_LONG","0","0","0","Alabaster Pigment","7","25"
"1546418408","39151","Eonar","9401135","9401135","5","VERY_LONG","0","0","0","Alabaster Pigment","7","25"
"1546418410","39151","Eonar","9401135","9401135","5","VERY_LONG","0","0","0","Alabaster Pigment","7","25"
"1546418429","39151","Eonar","9401135","9401135","5","VERY_LONG","0","0","0","Alabaster Pigment","7","25"
"1546418423","39151","Eonar","9401135","9401135","5","VERY_LONG","0","0","0","Alabaster Pigment","7","25"
"1546746065","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746064","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746067","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546418383","43118","Eonar","1143219","1143219","1","VERY_LONG","0","0","0","Jadefire Ink","7","500"
"1546746066","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1545828550","167981","Eonar","24934275","24934275","1","LONG","0","0","13","Notorious Combatant's Satin Bracers","4","359448"
"1546418377","43118","Eonar","5716095","5716095","5","VERY_LONG","0","0","0","Jadefire Ink","7","500"
"1546746071","160711","Vek'nilash","1800000","2000000","10","VERY_LONG","0","0","0","Aromatic Fish Oil","7","6250"
"1546746073","160711","Vek'nilash","1800000","2000000","10","VERY_LONG","0","0","0","Aromatic Fish Oil","7","6250"
"1546746072","160711","Vek'nilash","1800000","2000000","10","VERY_LONG","0","0","0","Aromatic Fish Oil","7","6250"
"1546746075","160711","Vek'nilash","1800000","2000000","10","VERY_LONG","0","0","0","Aromatic Fish Oil","7","6250"
"1546746074","160711","Vek'nilash","1800000","2000000","10","VERY_LONG","0","0","0","Aromatic Fish Oil","7","6250"
"1546418368","43118","Eonar","5716095","5716095","5","VERY_LONG","0","0","0","Jadefire Ink","7","500"
"1546746077","160711","Vek'nilash","1800000","2000000","10","VERY_LONG","0","0","0","Aromatic Fish Oil","7","6250"
"1546746078","160711","Vek'nilash","1800000","2000000","10","VERY_LONG","0","0","0","Aromatic Fish Oil","7","6250"
"1546418396","39151","Eonar","9401135","9401135","5","VERY_LONG","0","0","0","Alabaster Pigment","7","25"
"1546746049","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746048","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746051","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546418399","39151","Eonar","9401135","9401135","5","VERY_LONG","0","0","0","Alabaster Pigment","7","25"
"1546746050","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546418392","39151","Eonar","9401135","9401135","5","VERY_LONG","0","0","0","Alabaster Pigment","7","25"
"1546746052","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746055","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746054","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746057","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746056","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746059","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546483926","15298","Blade's Edge","5225000","5500000","1","VERY_LONG","0","0","27","Grizzly Buckler","4","305"
"1546746058","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746061","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1545828574","167981","Eonar","51494999","51494999","1","LONG","0","0","13","Notorious Combatant's Satin Bracers","4","359448"
"1546746060","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546746063","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1546418387","39151","Eonar","9401135","9401135","5","VERY_LONG","0","0","0","Alabaster Pigment","7","25"
"1546746062","152509","Blade's Edge","19760000","20800000","200","VERY_LONG","0","0","0","Siren's Pollen","7","1"
"1545828670","167981","Eonar","55445193","55445193","1","LONG","0","0","13","Notorious Combatant's Satin Bracers","4","359448"
"1546615089","12990","Blade's Edge","10000558","15000000","1","LONG","0","0","54","Razor's Edge","2","2589"
"1546418444","39342","Eonar","24408930","24408930","5","VERY_LONG","0","0","0","Nether Pigment","7","25"
"1546418434","39151","Eonar","9401135","9401135","5","VERY_LONG","0","0","0","Alabaster Pigment","7","25"
"1546615070","34060","Blade's Edge","5500100","5590000","1","LONG","0","0","1","Flying Machine","15","0"
"1546483988","6532","Blade's Edge","4702","4950","1","VERY_LONG","0","0","0","Bright Baubles","0","62"
"1546483984","6532","Blade's Edge","4702","4950","1","VERY_LONG","0","0","0","Bright Baubles","0","62"
"1545828707","10266","Eonar","18561242","18561242","1","LONG","0","0","0","Masterwork Breastplate","4","35325"
"1545828719","13075","Eonar","37363110","37363110","1","LONG","0","0","0","Direwing Legguards","4","34377"
"1545828717","10157","Eonar","10567390","10567390","1","LONG","0","0","0","Mercurial Breastplate","4","35835"
"1545828723","31184","Eonar","132972433","132972433","1","LONG","0","0","0","Legion Headguard","4","30848"
"1545828725","36345","Eonar","37075592","37075592","1","LONG","0","0","30","Bloodmar Pauldrons","4","41246"
"1545828675","167981","Eonar","77718485","77718485","1","LONG","0","0","13","Notorious Combatant's Satin Bracers","4","359448"
"1545828696","10275","Eonar","5816311","5816311","1","LONG","0","0","0","Emerald Breastplate","4","33916"
"1545828701","13013","Eonar","2516130","2516130","1","LONG","0","0","0","Elder Wizard's Mantle","4","21581"
"1545828700","10154","Eonar","7001569","7001569","1","LONG","0","0","0","Mercurial Girdle","4","17826"
"1546746289","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746288","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746290","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746292","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1545828773","82800","Eonar","16631999","18479999","1","LONG","0","0","0","Pet Cage","17","0"
"1546746294","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746296","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746299","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746298","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746301","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746300","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1545828781","82800","Eonar","4499999","4999999","1","LONG","0","0","0","Pet Cage","17","0"
"1546746302","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746273","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746274","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746277","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746276","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746279","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746278","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746281","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746280","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746283","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746282","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746285","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746284","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746287","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746286","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1545828750","11603","Eonar","3641408","3641408","1","LONG","0","0","0","Vilerend Slicer","2","41025"
"1545828748","10152","Eonar","14032262","14032262","1","LONG","0","0","0","Mighty Leggings","4","35196"
"1545828755","15289","Eonar","17713170","17713170","1","LONG","0","0","0","Archstrike Bow","2","64288"
"1545828752","15240","Eonar","19793106","19793106","1","LONG","0","0","0","Demon's Claw","2","48491"
"1545828759","128311","Eonar","5223824","5804249","1","LONG","0","0","1","Coalfist Gronnling","15","0"
"1545828761","2243","Eonar","78131689","78131689","1","LONG","0","0","0","Hand of Edward the Odd","2","81556"
"1545828838","136924","Eonar","12140999","13489999","1","LONG","0","0","14","Felbat Pup","15","0"
"1545828837","136924","Eonar","12140999","13489999","1","LONG","0","0","14","Felbat Pup","15","0"
"1546746363","152505","Blade's Edge","22800000","24000000","200","VERY_LONG","0","0","0","Riverbud","7","1"
"1546746365","152505","Blade's Edge","22800000","24000000","200","VERY_LONG","0","0","0","Riverbud","7","1"
"1546746364","152505","Blade's Edge","22800000","24000000","200","VERY_LONG","0","0","0","Riverbud","7","1"
"1546746367","152505","Blade's Edge","22800000","24000000","200","VERY_LONG","0","0","0","Riverbud","7","1"
"1546746366","152505","Blade's Edge","22800000","24000000","200","VERY_LONG","0","0","0","Riverbud","7","1"
"1546746341","152579","Blade's Edge","161500000","170000000","200","VERY_LONG","0","0","0","Storm Silver Ore","7","1"
"1546746343","152579","Blade's Edge","161500000","170000000","200","VERY_LONG","0","0","0","Storm Silver Ore","7","1"
"1546746342","152579","Blade's Edge","161500000","170000000","200","VERY_LONG","0","0","0","Storm Silver Ore","7","1"
"1546746345","152579","Blade's Edge","161500000","170000000","200","VERY_LONG","0","0","0","Storm Silver Ore","7","1"
"1546746344","152579","Blade's Edge","161500000","170000000","200","VERY_LONG","0","0","0","Storm Silver Ore","7","1"
"1546746305","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746304","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746307","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546746306","152512","Blade's Edge","47120000","49600000","200","VERY_LONG","0","0","0","Monelite Ore","7","1"
"1546484285","168651","Eonar","33502500","34000000","2","VERY_LONG","0","0","0","Greater Flask of the Currents","0","2500"
"1546484284","168651","Eonar","33502500","34000000","2","VERY_LONG","0","0","0","Greater Flask of the Currents","0","2500"
"1546484286","168651","Eonar","33502500","34000000","2","VERY_LONG","0","0","0","Greater Flask of the Currents","0","2500"
"1546484234","14580","Blade's Edge","94990500","99990000","1","VERY_LONG","0","0","27","Dokebi Bracers","4","1153"
"1546746368","152505","Blade's Edge","22800000","24000000","200","VERY_LONG","0","0","0","Riverbud","7","1"
"1546746371","152506","Blade's Edge","41040000","43200000","200","VERY_LONG","0","0","0","Star Moss","7","1"
"1546746373","152506","Blade's Edge","41040000","43200000","200","VERY_LONG","0","0","0","Star Moss","7","1"
"1546746372","152506","Blade's Edge","41040000","43200000","200","VERY_LONG","0","0","0","Star Moss","7","1"
"1546746375","152506","Blade's Edge","41040000","43200000","200","VERY_LONG","0","0","0","Star Moss","7","1"
"1546746374","152506","Blade's Edge","41040000","43200000","200","VERY_LONG","0","0","0","Star Moss","7","1"
"1546746376","152506","Blade's Edge","41040000","43200000","200","VERY_LONG","0","0","0","Star Moss","7","1"
"1546746378","152506","Blade's Edge","41040000","43200000","200","VERY_LONG","0","0","0","Star Moss","7","1"
"1546746381","152511","Blade's Edge","30020000","31600000","200","VERY_LONG","0","0","0","Sea Stalk","7","1"
"1546746380","152511","Blade's Edge","30020000","31600000","200","VERY_LONG","0","0","0","Sea Stalk","7","1"
"1546615404","168651","Blade's Edge","8183000","8350000","1","VERY_LONG","0","0","0","Greater Flask of the Currents","0","2500"
"1546615403","168651","Blade's Edge","8183000","8350000","1","VERY_LONG","0","0","0","Greater Flask of the Currents","0","2500"
"1546615392","168651","Blade's Edge","184240000","188000000","10","VERY_LONG","0","0","0","Greater Flask of the Currents","0","2500"
"1546615375","168652","Blade's Edge","9065000","9250000","1","VERY_LONG","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546615374","168652","Blade's Edge","9065000","9250000","1","VERY_LONG","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546615373","168652","Blade's Edge","9065000","9250000","1","VERY_LONG","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546615372","168652","Blade's Edge","9065000","9250000","1","VERY_LONG","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546615371","168652","Blade's Edge","9065000","9250000","1","VERY_LONG","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546615370","168652","Blade's Edge","9065000","9250000","1","VERY_LONG","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546615369","168652","Blade's Edge","9065000","9250000","1","VERY_LONG","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546615368","168652","Blade's Edge","9065000","9250000","1","VERY_LONG","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546484289","168651","Eonar","33502500","34000000","2","VERY_LONG","0","0","0","Greater Flask of the Currents","0","2500"
"1546484288","168651","Eonar","33502500","34000000","2","VERY_LONG","0","0","0","Greater Flask of the Currents","0","2500"
"1546484290","168651","Eonar","33502500","34000000","2","VERY_LONG","0","0","0","Greater Flask of the Currents","0","2500"
"1546615377","168652","Blade's Edge","9065000","9250000","1","VERY_LONG","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546615376","168652","Blade's Edge","9065000","9250000","1","VERY_LONG","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546484398","152510","Eonar","109990150","110000000","100","MEDIUM","0","0","0","Anchor Weed","7","1"
"1546615435","168652","Blade's Edge","10231200","10440000","1","VERY_LONG","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546615434","168652","Blade's Edge","10231200","10440000","1","VERY_LONG","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546615432","168652","Blade's Edge","10231200","10440000","1","VERY_LONG","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546615430","168652","Blade's Edge","10231200","10440000","1","VERY_LONG","0","0","0","Greater Flask of Endless Fathoms","0","2500"
