"auc","item","ownerRealm","bid","buyout","quantity","timeLeft","rand","seed","context","modifiers","petSpeciesId","petBreedId","petLevel","petQualityId"
"1547342768","82800","Blade's Edge","28157700","31286300","1","VERY_LONG","0","0","0","System.Object[]","235","20","1","2"
"1547342769","82800","Blade's Edge","27602500","29890000","1","VERY_LONG","0","0","0","System.Object[]","2713","22","1","3"
"1547342775","82800","Blade's Edge","57655200","64061300","1","VERY_LONG","0","0","0","System.Object[]","1931","8","1","3"
"1547342772","82800","Blade's Edge","16930300","18811500","1","VERY_LONG","0","0","0","System.Object[]","166","7","1","2"
"1547342773","82800","Blade's Edge","116844500","129827200","1","VERY_LONG","0","0","0","System.Object[]","1719","17","1","3"
"1547342762","82800","Blade's Edge","34634600","34900000","1","VERY_LONG","0","0","0","System.Object[]","1394","16","1","3"
"1547342763","82800","Blade's Edge","35848900","39832100","1","VERY_LONG","0","0","0","System.Object[]","238","21","1","2"
"1547342760","82800","Blade's Edge","26190000","29100000","1","VERY_LONG","0","0","0","System.Object[]","196","7","1","2"
"1547342761","82800","Blade's Edge","16264300","18071400","1","VERY_LONG","0","0","0","System.Object[]","197","8","1","2"
"1547342766","82800","Blade's Edge","26910000","29900000","1","VERY_LONG","0","0","0","System.Object[]","266","18","1","3"
"1547342767","82800","Blade's Edge","44410400","49344900","1","VERY_LONG","0","0","0","System.Object[]","86","7","1","2"
"1547342764","82800","Blade's Edge","37952200","42169100","1","VERY_LONG","0","0","0","System.Object[]","198","11","1","3"
"1547342765","82800","Blade's Edge","44800500","49778400","1","VERY_LONG","0","0","0","System.Object[]","95","3","1","2"
"1547342755","82800","Blade's Edge","26118000","29020000","1","VERY_LONG","0","0","0","System.Object[]","1245","6","1","3"
"1547342758","82800","Blade's Edge","190463400","211626000","1","VERY_LONG","0","0","0","System.Object[]","49","3","1","3"
"1547342756","82800","Blade's Edge","29363800","29900000","1","VERY_LONG","0","0","0","System.Object[]","1545","20","1","3"
"1547342757","82800","Blade's Edge","67197900","74664400","1","VERY_LONG","0","0","0","System.Object[]","2680","12","1","3"
"1547178880","82800","Blade's Edge","17537000","18460000","1","VERY_LONG","0","0","0","System.Object[]","1387","14","1","3"
"1547178883","82800","Blade's Edge","17537000","18460000","1","VERY_LONG","0","0","0","System.Object[]","1387","14","1","3"
"1547178886","82800","Blade's Edge","17537000","18460000","1","VERY_LONG","0","0","0","System.Object[]","1387","20","1","3"
"1547178887","82800","Blade's Edge","17537000","18460000","1","VERY_LONG","0","0","0","System.Object[]","1387","17","1","3"
"1547293632","82800","Vek'nilash","6017551100","6401650100","1","VERY_LONG","0","0","0","System.Object[]","665","11","1","3"
"1546947639","82800","Eonar","76449800","78010000","1","LONG","0","0","0","System.Object[]","1394","16","25","3"
"1546947647","82800","Vek'nilash","79749000","88610000","1","LONG","0","0","0","System.Object[]","2717","7","1","3"
"1546865778","82800","Blade's Edge","235000100","250000000","1","LONG","0","0","0","System.Object[]","278","9","25","3"
"1547357305","82800","Eonar","73500000","75000000","1","VERY_LONG","0","0","0","System.Object[]","2454","14","25","3"
"1547357277","82800","Eonar","63700000","65000000","1","VERY_LONG","0","0","0","System.Object[]","2451","5","25","3"
"1546947866","82800","Eonar","122500000","125000000","1","LONG","0","0","0","System.Object[]","1200","18","25","3"
"1547406605","82800","Blade's Edge","2812600","2870000","1","LONG","0","0","0","System.Object[]","1040","16","1","2"
"1547406777","82800","Blade's Edge","9900000","9900000","1","LONG","0","0","0","System.Object[]","2458","6","1","3"
"1547193848","82800","Eonar","99000000","100000000","1","VERY_LONG","0","0","0","System.Object[]","2557","17","25","3"
"1547193849","82800","Eonar","123700500","124950000","1","VERY_LONG","0","0","0","System.Object[]","1200","8","25","3"
"1547193850","82800","Eonar","49500000","49500000","1","VERY_LONG","0","0","0","System.Object[]","1687","3","25","3"
"1547193851","82800","Eonar","89500000","90000000","1","VERY_LONG","0","0","0","System.Object[]","1959","16","25","3"
"1547193853","82800","Eonar","122500000","122500000","1","VERY_LONG","0","0","0","System.Object[]","1478","17","25","3"
"1547193854","82800","Eonar","148500000","150000000","1","VERY_LONG","0","0","0","System.Object[]","2000","20","25","3"
"1547193855","82800","Eonar","693000000","700000000","1","VERY_LONG","0","0","0","System.Object[]","848","19","25","3"
"1547193840","82800","Eonar","97500000","97500000","1","VERY_LONG","0","0","0","System.Object[]","166","7","25","3"
"1547193842","82800","Eonar","79500000","80000000","1","VERY_LONG","0","0","0","System.Object[]","2448","19","25","3"
"1547193843","82800","Eonar","128700000","130000000","1","VERY_LONG","0","0","0","System.Object[]","1663","17","1","3"
"1547193846","82800","Eonar","148500000","150000000","1","VERY_LONG","0","0","0","System.Object[]","2082","21","25","3"
"1547193847","82800","Eonar","97500000","97500000","1","VERY_LONG","0","0","0","System.Object[]","2084","8","25","3"
"1547193839","82800","Eonar","97500000","97500000","1","VERY_LONG","0","0","0","System.Object[]","1568","8","25","3"
"1546948039","82800","Eonar","97029800","99010000","1","LONG","0","0","0","System.Object[]","1661","18","25","3"
"1547193912","82800","Eonar","59500000","59500000","1","VERY_LONG","0","0","0","System.Object[]","1143","18","25","3"
"1547193913","82800","Eonar","122500000","122500000","1","VERY_LONG","0","0","0","System.Object[]","2117","4","1","3"
"1547193914","82800","Eonar","79500000","79500000","1","VERY_LONG","0","0","0","System.Object[]","2467","5","25","3"
"1547193915","82800","Eonar","97500000","97500000","1","VERY_LONG","0","0","0","System.Object[]","2091","18","25","3"
"1547193916","82800","Eonar","97500000","97500000","1","VERY_LONG","0","0","0","System.Object[]","1627","19","25","3"
"1547193918","82800","Eonar","79500000","79500000","1","VERY_LONG","0","0","0","System.Object[]","1884","17","25","3"
"1547193919","82800","Eonar","69500000","70000000","1","VERY_LONG","0","0","0","System.Object[]","1966","11","25","3"
"1547193905","82800","Eonar","198000000","200000000","1","VERY_LONG","0","0","0","System.Object[]","2583","8","25","3"
"1547193907","82800","Eonar","390000000","390000000","1","VERY_LONG","0","0","0","System.Object[]","2002","6","1","3"
"1547193908","82800","Eonar","97500000","97500000","1","VERY_LONG","0","0","0","System.Object[]","2434","9","25","3"
"1547193909","82800","Eonar","123750000","125000000","1","VERY_LONG","0","0","0","System.Object[]","1126","7","25","3"
"1547193910","82800","Eonar","122500000","122500000","1","VERY_LONG","0","0","0","System.Object[]","2462","5","25","3"
"1547193896","82800","Eonar","123750000","125000000","1","VERY_LONG","0","0","0","System.Object[]","1245","6","25","3"
"1546948133","82800","Eonar","147000000","150000000","1","LONG","0","0","0","System.Object[]","2464","14","25","3"
"1547193897","82800","Eonar","69500000","70000000","1","VERY_LONG","0","0","0","System.Object[]","2465","17","25","3"
"1547193898","82800","Eonar","122500000","122500000","1","VERY_LONG","0","0","0","System.Object[]","2001","22","25","3"
"1547193901","82800","Eonar","222750000","225000000","1","VERY_LONG","0","0","0","System.Object[]","2694","14","25","3"
"1547193902","82800","Eonar","222750000","225000000","1","VERY_LONG","0","0","0","System.Object[]","163","8","25","3"
"1547193903","82800","Eonar","247401000","249900000","1","VERY_LONG","0","0","0","System.Object[]","1495","3","25","3"
"1547193888","82800","Eonar","79500000","79500000","1","VERY_LONG","0","0","0","System.Object[]","1964","7","25","3"
"1547193889","82800","Eonar","89500000","90000000","1","VERY_LONG","0","0","0","System.Object[]","2092","17","25","3"
"1547193890","82800","Eonar","59500000","60000000","1","VERY_LONG","0","0","0","System.Object[]","1662","14","25","3"
"1547193891","82800","Eonar","97500000","97500000","1","VERY_LONG","0","0","0","System.Object[]","1416","17","25","3"
"1547193892","82800","Eonar","99000000","100000000","1","VERY_LONG","0","0","0","System.Object[]","2446","12","25","3"
"1547193893","82800","Eonar","247500000","250000000","1","VERY_LONG","0","0","0","System.Object[]","239","14","25","3"
"1547193894","82800","Eonar","198000000","200000000","1","VERY_LONG","0","0","0","System.Object[]","1756","12","25","3"
"1547193895","82800","Eonar","69500000","69500000","1","VERY_LONG","0","0","0","System.Object[]","251","3","25","3"
"1547193880","82800","Eonar","69500000","70000000","1","VERY_LONG","0","0","0","System.Object[]","1151","7","25","3"
"1547193881","82800","Eonar","173250000","175000000","1","VERY_LONG","0","0","0","System.Object[]","2708","4","25","3"
"1547193882","82800","Eonar","29500000","29500000","1","VERY_LONG","0","0","0","System.Object[]","1511","5","1","3"
"1547193883","82800","Eonar","79500000","79500000","1","VERY_LONG","0","0","0","System.Object[]","2432","16","25","3"
"1547193884","82800","Eonar","396000000","400000000","1","VERY_LONG","0","0","0","System.Object[]","1984","17","25","3"
"1547193885","82800","Eonar","123750000","125000000","1","VERY_LONG","0","0","0","System.Object[]","1429","17","25","3"
"1547193886","82800","Eonar","89500000","89500000","1","VERY_LONG","0","0","0","System.Object[]","2201","3","25","3"
"1547193887","82800","Eonar","99000000","100000000","1","VERY_LONG","0","0","0","System.Object[]","310","8","25","3"
"1547193873","82800","Eonar","69500000","70000000","1","VERY_LONG","0","0","0","System.Object[]","1952","13","25","3"
"1547193874","82800","Eonar","247500000","250000000","1","VERY_LONG","0","0","0","System.Object[]","1183","4","25","3"
"1547193877","82800","Eonar","99000000","100000000","1","VERY_LONG","0","0","0","System.Object[]","117","3","25","3"
"1547193878","82800","Eonar","123750000","125000000","1","VERY_LONG","0","0","0","System.Object[]","1125","3","25","3"
"1547193864","82800","Eonar","97500000","97500000","1","VERY_LONG","0","0","0","System.Object[]","2458","6","25","3"
"1547193868","82800","Eonar","123750000","125000000","1","VERY_LONG","0","0","0","System.Object[]","2560","18","25","3"
"1547193858","82800","Eonar","89500000","89500000","1","VERY_LONG","0","0","0","System.Object[]","1146","7","25","3"
"1547193859","82800","Eonar","99000000","100000000","1","VERY_LONG","0","0","0","System.Object[]","1213","20","25","3"
"1547193860","82800","Eonar","148500000","150000000","1","VERY_LONG","0","0","0","System.Object[]","279","8","25","3"
"1547193861","82800","Eonar","173250000","175000000","1","VERY_LONG","0","0","0","System.Object[]","2584","21","25","3"
"1547193862","82800","Eonar","99000000","100000000","1","VERY_LONG","0","0","0","System.Object[]","2579","6","25","3"
"1547193863","82800","Eonar","89500000","90000000","1","VERY_LONG","0","0","0","System.Object[]","1235","5","25","3"
"1547193960","82800","Eonar","59500000","59500000","1","VERY_LONG","0","0","0","System.Object[]","2050","15","1","3"
"1547193961","82800","Eonar","79500000","79500000","1","VERY_LONG","0","0","0","System.Object[]","2566","13","25","3"
"1547193962","82800","Eonar","222750000","225000000","1","VERY_LONG","0","0","0","System.Object[]","1333","18","25","3"
"1547193964","82800","Eonar","9500000","9500000","1","VERY_LONG","0","0","0","System.Object[]","1687","3","1","3"
"1546948194","82800","Eonar","76440000","78000000","1","LONG","0","0","0","System.Object[]","1565","21","25","3"
"1547193952","82800","Eonar","89500000","90000000","1","VERY_LONG","0","0","0","System.Object[]","145","13","25","3"
"1547193953","82800","Eonar","89500000","89500000","1","VERY_LONG","0","0","0","System.Object[]","1717","20","25","3"
"1547193954","82800","Eonar","71775000","72500000","1","VERY_LONG","0","0","0","System.Object[]","2042","18","25","3"
"1547193957","82800","Eonar","97500000","97500000","1","VERY_LONG","0","0","0","System.Object[]","1541","20","25","3"
"1547193958","82800","Eonar","148500000","150000000","1","VERY_LONG","0","0","0","System.Object[]","2079","12","25","3"
"1547193959","82800","Eonar","272250000","275000000","1","VERY_LONG","0","0","0","System.Object[]","2077","8","25","3"
"1547193944","82800","Eonar","172500000","172500000","1","VERY_LONG","0","0","0","System.Object[]","1450","18","25","3"
"1547193945","82800","Eonar","490000000","490000000","1","VERY_LONG","0","0","0","System.Object[]","848","19","1","3"
"1547193946","82800","Eonar","594000000","600000000","1","VERY_LONG","0","0","0","System.Object[]","2002","6","25","3"
"1547193947","82800","Eonar","122500000","122500000","1","VERY_LONG","0","0","0","System.Object[]","2580","14","25","3"
"1547193948","82800","Eonar","89500000","90000000","1","VERY_LONG","0","0","0","System.Object[]","2088","9","25","3"
"1547193949","82800","Eonar","148500000","150000000","1","VERY_LONG","0","0","0","System.Object[]","190","12","25","3"
"1547193950","82800","Eonar","12375000","12500000","1","VERY_LONG","0","0","0","System.Object[]","190","12","1","2"
"1547193951","82800","Eonar","99000000","100000000","1","VERY_LONG","0","0","0","System.Object[]","1212","8","25","3"
"1547193936","82800","Eonar","97500000","97500000","1","VERY_LONG","0","0","0","System.Object[]","1625","7","25","3"
"1547193937","82800","Eonar","148500000","150000000","1","VERY_LONG","0","0","0","System.Object[]","337","12","25","3"
"1547193939","82800","Eonar","49500000","49500000","1","VERY_LONG","0","0","0","System.Object[]","1885","22","1","3"
"1547193940","82800","Eonar","79500000","79500000","1","VERY_LONG","0","0","0","System.Object[]","2454","14","25","3"
"1547193941","82800","Eonar","198000000","200000000","1","VERY_LONG","0","0","0","System.Object[]","2713","12","25","3"
"1547193942","82800","Eonar","172500000","172500000","1","VERY_LONG","0","0","0","System.Object[]","1202","13","25","3"
"1547193928","82800","Eonar","173250000","175000000","1","VERY_LONG","0","0","0","System.Object[]","1442","16","25","3"
"1547193929","82800","Eonar","123750000","125000000","1","VERY_LONG","0","0","0","System.Object[]","1755","22","25","3"
"1547193930","82800","Eonar","153450000","155000000","1","VERY_LONG","0","0","0","System.Object[]","1963","3","25","3"
"1547193933","82800","Eonar","89500000","90000000","1","VERY_LONG","0","0","0","System.Object[]","2561","9","25","3"
"1547193934","82800","Eonar","79500000","80000000","1","VERY_LONG","0","0","0","System.Object[]","1753","8","25","3"
"1547193935","82800","Eonar","172500000","172500000","1","VERY_LONG","0","0","0","System.Object[]","1320","5","25","3"
"1547193920","82800","Eonar","123750000","125000000","1","VERY_LONG","0","0","0","System.Object[]","2554","7","25","3"
"1547193922","82800","Eonar","79500000","80000000","1","VERY_LONG","0","0","0","System.Object[]","2466","14","25","3"
"1547193923","82800","Eonar","195000000","195000000","1","VERY_LONG","0","0","0","System.Object[]","2558","4","25","3"
"1547193925","82800","Eonar","79500000","80000000","1","VERY_LONG","0","0","0","System.Object[]","1150","9","25","3"
"1547193926","82800","Eonar","99000000","100000000","1","VERY_LONG","0","0","0","System.Object[]","1633","10","25","3"
"1547193927","82800","Eonar","89500000","89500000","1","VERY_LONG","0","0","0","System.Object[]","2525","15","25","3"
"1547275951","82800","Vek'nilash","4286667900","4560285000","1","VERY_LONG","0","0","0","System.Object[]","241","12","1","3"
"1546866388","82800","Vek'nilash","29250100","29500100","1","LONG","0","0","0","System.Object[]","1346","9","1","3"
"1546948319","82800","Eonar","93104900","95005000","1","LONG","0","0","0","System.Object[]","1957","13","25","3"
"1546997659","82800","Blade's Edge","24153000","24900000","1","LONG","0","0","0","System.Object[]","1571","16","1","3"
"1547388979","82800","Eonar","97020000","99000000","1","VERY_LONG","0","0","0","System.Object[]","1574","18","25","3"
"1547454565","82800","Eonar","20000000","30000000","1","VERY_LONG","0","0","0","System.Object[]","1565","21","1","3"
"1547454566","82800","Eonar","500100","0","1","VERY_LONG","0","0","0","System.Object[]","1934","7","1","3"
"1547454556","82800","Eonar","30000000","42230000","1","VERY_LONG","0","0","0","System.Object[]","318","3","1","3"
"1547405393","82800","Blade's Edge","4500000000","0","1","VERY_LONG","0","0","0","System.Object[]","130","3","25","3"
"1547126875","82800","Vek'nilash","5956404100","6336600100","1","VERY_LONG","0","0","0","System.Object[]","1544","20","25","3"
"1546913970","82800","Blade's Edge","19218500","20230000","1","LONG","0","0","0","System.Object[]","2462","5","1","3"
"1547454625","82800","Eonar","50000000","58869500","1","VERY_LONG","0","0","0","System.Object[]","1920","10","1","3"
"1547454616","82800","Eonar","500000","500000","1","VERY_LONG","0","0","0","System.Object[]","1687","3","1","3"
"1547389056","82800","Eonar","63700000","65000000","1","VERY_LONG","0","0","0","System.Object[]","2525","15","25","3"
"1546913989","82800","Blade's Edge","19218500","20230000","1","LONG","0","0","0","System.Object[]","2462","5","1","3"
"1547143479","82800","Eonar","106448600","106448600","1","VERY_LONG","0","0","0","System.Object[]","253","3","1","3"
"1547143478","82800","Eonar","100747200","100747200","1","VERY_LONG","0","0","0","System.Object[]","2765","20","1","3"
"1547143475","82800","Eonar","114025100","114025100","1","VERY_LONG","0","0","0","System.Object[]","1124","8","1","3"
"1547143474","82800","Eonar","94880400","94880400","1","VERY_LONG","0","0","0","System.Object[]","1333","18","1","3"
"1547143473","82800","Eonar","175174300","175174300","1","VERY_LONG","0","0","0","System.Object[]","1432","13","1","3"
"1547143472","82800","Eonar","86025600","86025600","1","VERY_LONG","0","0","0","System.Object[]","1385","18","1","3"
"1547143485","82800","Eonar","99743000","99743000","1","VERY_LONG","0","0","0","System.Object[]","1764","5","1","3"
"1547143481","82800","Eonar","270888700","301268800","1","VERY_LONG","0","0","0","System.Object[]","2192","3","1","3"
"1547143463","82800","Eonar","83882300","83882300","1","VERY_LONG","0","0","0","System.Object[]","2713","22","1","3"
"1547143462","82800","Eonar","143838600","161616500","1","VERY_LONG","0","0","0","System.Object[]","157","3","25","3"
"1547143461","82800","Eonar","134539900","134539900","1","VERY_LONG","0","0","0","System.Object[]","343","18","1","3"
"1547143460","82800","Eonar","69373600","69373600","1","VERY_LONG","0","0","0","System.Object[]","1245","6","1","3"
"1547143459","82800","Eonar","120695200","120695200","1","VERY_LONG","0","0","0","System.Object[]","1920","10","1","3"
"1547143458","82800","Eonar","187549100","187549100","1","VERY_LONG","0","0","0","System.Object[]","2703","19","1","3"
"1547143457","82800","Eonar","165251300","165251300","1","VERY_LONG","0","0","0","System.Object[]","1332","16","1","3"
"1547143456","82800","Eonar","283511200","318552000","1","VERY_LONG","0","0","0","System.Object[]","2527","18","1","3"
"1547143471","82800","Eonar","109743000","109743000","1","VERY_LONG","0","0","0","System.Object[]","2081","20","1","3"
"1547143470","82800","Eonar","131237500","131237500","1","VERY_LONG","0","0","0","System.Object[]","339","12","1","3"
"1547143469","82800","Eonar","161496300","161496300","1","VERY_LONG","0","0","0","System.Object[]","1692","10","1","3"
"1547143468","82800","Eonar","103191800","103191800","1","VERY_LONG","0","0","0","System.Object[]","1574","18","1","3"
"1547143467","82800","Eonar","307906600","307906600","1","VERY_LONG","0","0","0","System.Object[]","1803","19","1","3"
"1547143466","82800","Eonar","136516600","136516600","1","VERY_LONG","0","0","0","System.Object[]","317","3","1","3"
"1547143465","82800","Eonar","143084600","143084600","1","VERY_LONG","0","0","0","System.Object[]","2565","15","1","3"
"1547143464","82800","Eonar","354322300","354322300","1","VERY_LONG","0","0","0","System.Object[]","57","4","25","3"
"1547143455","82800","Eonar","34417600","34417600","1","VERY_LONG","0","0","0","System.Object[]","2586","16","1","3"
"1547356504","82800","Eonar","125000000","125000000","1","LONG","0","0","0","System.Object[]","1429","15","25","3"
"1546701225","82800","Eonar","11500000","11500000","1","SHORT","0","0","0","System.Object[]","1720","18","25","3"
"1546766829","82800","Eonar","148729400","156557300","1","MEDIUM","0","0","0","System.Object[]","1963","3","25","3"
"1547422266","82800","Vek'nilash","135000100","145000000","1","VERY_LONG","0","0","0","System.Object[]","2682","3","1","3"
"1547356778","82800","Eonar","150010000","150010000","1","LONG","0","0","0","System.Object[]","1805","6","25","3"
"1547356777","82800","Eonar","175000000","175000000","1","LONG","0","0","0","System.Object[]","2708","4","25","3"
"1547291379","82800","Vek'nilash","6074391100","6462118100","1","VERY_LONG","0","0","0","System.Object[]","285","10","25","3"
"1547422435","82800","Vek'nilash","41000100","42500000","1","VERY_LONG","0","0","0","System.Object[]","1124","8","1","3"
"1547291355","82800","Vek'nilash","5779519800","6148425400","1","VERY_LONG","0","0","0","System.Object[]","156","3","1","3"
"1547422405","82800","Vek'nilash","35000100","40000000","1","VERY_LONG","0","0","0","System.Object[]","1232","10","1","3"
"1547356968","82800","Eonar","343000000","350000000","1","VERY_LONG","0","0","0","System.Object[]","2794","15","1","3"
"1547291421","82800","Vek'nilash","5371143000","5713981900","1","VERY_LONG","0","0","0","System.Object[]","348","8","25","3"
"1547357104","82800","Eonar","67620000","69000000","1","VERY_LONG","0","0","0","System.Object[]","2086","14","25","3"
"1547357100","82800","Eonar","83300000","85000000","1","VERY_LONG","0","0","0","System.Object[]","1202","13","25","3"
"1547357131","82800","Eonar","83300000","85000000","1","VERY_LONG","0","0","0","System.Object[]","2458","6","25","3"
"1546945565","82800","Eonar","34308900","35009000","1","LONG","0","0","0","System.Object[]","254","18","25","2"
"1546945543","82800","Eonar","67627400","69007500","1","LONG","0","0","0","System.Object[]","2569","16","25","3"
"1546765325","82800","Eonar","2990100","2990100","1","MEDIUM","0","0","0","System.Object[]","52","21","1","2"
"1547371639","82800","Blade's Edge","3500000000","0","1","VERY_LONG","0","0","0","System.Object[]","183","3","25","3"
"1546765419","82800","Eonar","180000000","180000000","1","MEDIUM","0","0","0","System.Object[]","2135","10","1","3"
"1546765400","82800","Eonar","69870000","69870000","1","MEDIUM","0","0","0","System.Object[]","2757","17","1","3"
"1547371691","82800","Blade's Edge","3790500","3990000","1","VERY_LONG","0","0","0","System.Object[]","2563","17","1","3"
"1546962165","82800","Blade's Edge","5386118600","6336610100","1","LONG","0","0","0","System.Object[]","1544","20","1","3"
"1546962167","82800","Blade's Edge","333352500","392179400","1","LONG","0","0","0","System.Object[]","848","5","1","3"
"1546962173","82800","Blade's Edge","369919200","435199000","1","LONG","0","0","0","System.Object[]","1348","8","1","3"
"1546962175","82800","Blade's Edge","117274500","137970000","1","LONG","0","0","0","System.Object[]","629","3","1","2"
"1546962169","82800","Blade's Edge","179967100","211726000","1","LONG","0","0","0","System.Object[]","49","3","1","3"
"1546962171","82800","Blade's Edge","132887200","144710000","1","LONG","0","0","0","System.Object[]","206","9","1","2"
"1547371728","82800","Blade's Edge","4750000","5000000","1","VERY_LONG","0","0","0","System.Object[]","1965","3","1","3"
"1547371717","82800","Blade's Edge","4750000","5000000","1","VERY_LONG","0","0","0","System.Object[]","1965","9","1","3"
"1546962228","82800","Blade's Edge","76383500","89862900","1","LONG","0","0","0","System.Object[]","1536","3","1","3"
"1546962229","82800","Blade's Edge","204214800","240252700","1","LONG","0","0","0","System.Object[]","1999","15","1","2"
"1546962230","82800","Blade's Edge","32151900","37825800","1","LONG","0","0","0","System.Object[]","1349","4","1","2"
"1546962224","82800","Blade's Edge","151283000","177980000","1","LONG","0","0","0","System.Object[]","58","18","1","3"
"1546962226","82800","Blade's Edge","127130900","149565800","1","LONG","0","0","0","System.Object[]","1196","19","1","3"
"1546962227","82800","Blade's Edge","54745400","58869800","1","LONG","0","0","0","System.Object[]","1920","10","1","3"
"1546962236","82800","Blade's Edge","123216000","144960000","1","LONG","0","0","0","System.Object[]","1063","8","1","3"
"1546962232","82800","Blade's Edge","254921100","299907200","1","LONG","0","0","0","System.Object[]","1523","5","1","3"
"1546962233","82800","Blade's Edge","72509900","85305800","1","LONG","0","0","0","System.Object[]","1333","13","1","3"
"1546962235","82800","Blade's Edge","3876259200","4560305000","1","LONG","0","0","0","System.Object[]","241","12","1","3"
"1546962213","82800","Blade's Edge","146466800","172313900","1","LONG","0","0","0","System.Object[]","1432","17","1","3"
"1546962215","82800","Blade's Edge","153820900","180965800","1","LONG","0","0","0","System.Object[]","1345","6","1","2"
"1546962208","82800","Blade's Edge","159689500","187870000","1","LONG","0","0","0","System.Object[]","2077","8","1","2"
"1547355438","82800","Blade's Edge","13290500","13990000","1","LONG","0","0","0","System.Object[]","2692","5","1","3"
"1546962211","82800","Blade's Edge","8840156100","10400183600","1","LONG","0","0","0","System.Object[]","242","8","1","3"
"1546962220","82800","Blade's Edge","124822500","146850000","1","LONG","0","0","0","System.Object[]","1887","10","1","3"
"1546962221","82800","Blade's Edge","76123600","89557200","1","LONG","0","0","0","System.Object[]","1336","19","1","3"
"1546962222","82800","Blade's Edge","33413500","39310000","1","LONG","0","0","0","System.Object[]","1598","13","1","3"
"1546962217","82800","Blade's Edge","219257500","257949900","1","LONG","0","0","0","System.Object[]","1517","14","1","2"
"1546962196","82800","Blade's Edge","63656500","74890000","1","LONG","0","0","0","System.Object[]","834","7","1","3"
"1546962197","82800","Blade's Edge","77625800","89755800","1","LONG","0","0","0","System.Object[]","163","8","1","3"
"1546962199","82800","Blade's Edge","154181500","181390000","1","LONG","0","0","0","System.Object[]","1516","20","1","3"
"1547355422","82800","Blade's Edge","759100","799000","1","LONG","0","0","0","System.Object[]","1146","7","1","3"
"1547355423","82800","Blade's Edge","8540500","8990000","1","LONG","0","0","0","System.Object[]","2432","19","1","3"
"1546962194","82800","Blade's Edge","134181000","157860000","1","LONG","0","0","0","System.Object[]","1601","14","1","2"
"1546962204","82800","Blade's Edge","191224500","224970000","1","LONG","0","0","0","System.Object[]","1521","18","1","3"
"1547355408","82800","Blade's Edge","2845300","2995000","1","LONG","0","0","0","System.Object[]","1907","8","1","3"
"1546962206","82800","Blade's Edge","38741900","42230000","1","LONG","0","0","0","System.Object[]","318","3","1","3"
"1546962202","82800","Blade's Edge","182401500","214590000","1","LONG","0","0","0","System.Object[]","1495","5","1","3"
"1546962181","82800","Blade's Edge","169915000","199900000","1","LONG","0","0","0","System.Object[]","114","12","1","3"
"1547355401","82800","Blade's Edge","3792900","3992500","1","LONG","0","0","0","System.Object[]","2563","17","1","3"
"1546962183","82800","Blade's Edge","193409000","227540000","1","LONG","0","0","0","System.Object[]","308","3","1","2"
"1547355406","82800","Blade's Edge","2845300","2995000","1","LONG","0","0","0","System.Object[]","1907","8","1","3"
"1546962177","82800","Blade's Edge","98710500","116130000","1","LONG","0","0","0","System.Object[]","1061","5","1","3"
"1547355395","82800","Blade's Edge","142500000","150000000","1","LONG","0","0","0","System.Object[]","2559","5","1","3"
"1546962190","82800","Blade's Edge","87967600","99979000","1","LONG","0","0","0","System.Object[]","2063","12","1","2"
"1546962187","82800","Blade's Edge","84141500","98990000","1","LONG","0","0","0","System.Object[]","158","3","1","2"
"1547421009","82800","Eonar","1999700","1999700","1","VERY_LONG","0","0","0","System.Object[]","1693","14","1","3"
"1547240779","82800","Vek'nilash","600100","620000","1","VERY_LONG","0","0","0","System.Object[]","1706","6","7","3"
"1547421006","82800","Eonar","1999700","1999700","1","VERY_LONG","0","0","0","System.Object[]","1693","14","1","3"
"1547437496","82800","Blade's Edge","19000000","20000000","1","MEDIUM","0","0","0","System.Object[]","339","12","1","3"
"1547388456","82800","Eonar","73500000","75000000","1","VERY_LONG","0","0","0","System.Object[]","2441","3","25","3"
"1547388460","82800","Eonar","86240000","88000000","1","VERY_LONG","0","0","0","System.Object[]","1627","19","25","3"
"1547421190","82800","Blade's Edge","131071500","137970000","1","VERY_LONG","0","0","0","System.Object[]","629","13","1","2"
"1547306618","82800","Eonar","113180000","125755500","1","VERY_LONG","0","0","0","System.Object[]","2756","4","1","3"
"1546913399","82800","Blade's Edge","2726500","2870000","1","LONG","0","0","0","System.Object[]","2569","16","1","3"
"1547388540","82800","Eonar","73500000","75000000","1","VERY_LONG","0","0","0","System.Object[]","1568","8","25","3"
"1546913406","82800","Blade's Edge","3127900","3292500","1","LONG","0","0","0","System.Object[]","2454","14","1","3"
"1547306615","82800","Eonar","264400500","290550000","1","VERY_LONG","0","0","0","System.Object[]","2416","3","1","2"
"1547388516","82800","Eonar","53909500","55009600","1","VERY_LONG","0","0","0","System.Object[]","1149","8","25","3"
"1547388500","82800","Eonar","67620000","69000000","1","VERY_LONG","0","0","0","System.Object[]","1655","21","25","3"
"1547388483","82800","Eonar","53900000","55000000","1","VERY_LONG","0","0","0","System.Object[]","1143","18","25","3"
"1547388487","82800","Eonar","21060200","21490000","1","VERY_LONG","0","0","0","System.Object[]","1661","18","1","3"
"1547388565","82800","Eonar","137209800","140010000","1","VERY_LONG","0","0","0","System.Object[]","1197","17","25","3"
"1547388553","82800","Eonar","117600000","120000000","1","VERY_LONG","0","0","0","System.Object[]","1063","8","1","3"
